ua_word,en_word,part_of_speech,level
лійка,funnel,noun,C1
лікарняний,sick,noun,C1
ліки,medicine,noun,C1
лісопилка,sawmill,noun,C1
лісоруб,lumberjack,noun,C1
літ,flying,noun,C1
літера,letter,noun,C1
літераторка,woman,noun,A1
літій,lithium,noun,C1
літо,summer,noun,C1
ловелас,womanizer,noun,C1
ложа,box,noun,C1
лозина,birch,noun,C1
ломака,bat,noun,C1
лубенський,lubny,adjective,C1
Лубни,lubny,noun,C1
лужок,lawn,noun,C1
лучити,hit,verb,C1
лучити,mingle,verb,C1
напівкруглий,semicircular,adjective,C1
напівмертвий,halfdead,adjective,C1
незнайомка,stranger,noun,C1
незносний,intolerable,adjective,C1
неофашизм,neofascism,noun,C1
нескромний,immodest,adjective,C1
несмертельний,non-lethal,adjective,C1
нотатник,notebook,noun,C1
льодяний,icy,adjective,C1
льотчиця,pilot,noun,C1
льоха,sow,noun,C1
любителька,amateur,noun,C1
люб'язний,kind,adjective,C1
люб'язність,compliment,noun,C1
людина,person,noun,C1
людожерство,cannibalism,noun,C1
Магомет,muhammad,noun,C1
магометанський,islamic,adjective,C1
мажордом,butler,noun,C1
майонез,mayonnaise,noun,C1
маковий,poppy,adjective,C1
Малаві,malawi,noun,C1
малайзійський,malaysian,adjective,C1
Малі,mali,noun,C1
мангал,brazier,noun,C1
манікюр,manicure,noun,C1
Манітоба,manitoba,noun,C1
манускрипт,manuscript,noun,C1
маоїзм,maoism,noun,C1
мара,ghost,noun,C1
маринувати,marinate,verb,C1
марсіанський,martian,adjective,C1
марсохід,mars,noun,C1
маскований,masked,adjective,C1
маслянистий,buttery,adjective,C1
мас-медіа,media,noun,C1
мастихін,palette,noun,C1
мастурбація,masturbation,noun,C1
материнка,origanum,noun,C1
матерній,maternal,adjective,C1
мачете,machete,noun,C1
мексиканка,female,noun,C1
Меланія,melanie,noun,C1
мелений,ground,adjective,C1
менестрель,minstrel,noun,C1
менопауза,menopause,noun,C1
менструація,menstruation,noun,C1
мерин,gelding,noun,C1
мертвечина,carcass,noun,C1
месіанський,messianic,adjective,C1
Месопотамія,mesopotamia,noun,C1
метафізик,metaphysician,noun,C1
механізувати,mechanize,verb,C1
механік,mechanic,noun,C1
мигдалик,palatine,noun,C1
мигдаль,almond,noun,C1
мигнути,blink,verb,C1
мило,nicely,adverb,C1
мимрити,mumble,verb,C1
Мир,mir,noun,C1
миритися,to,verb,C1
мислений,mental,adjective,C1
мисткиня,artist,noun,C1
міжзоряний,interstellar,adjective,C1
міжряддя,aisle,noun,C1
міксер,blender,noun,C1
мільйонерка,millionaire,noun,C1
мінімалізм,minimalism,noun,C1
мінотавр,minotaur,noun,C1
мінчанин,minsker,noun,C1
місто,city,noun,A1
мішати,stir,verb,C1
міщанка,bourgeois,noun,C1
мліти,swoon,verb,C1
модем,modem,noun,C1
молитовня,oratory,noun,C1
молодесенький,small,adjective,A1
молотьба,threshing,noun,C1
молочник,milkman,noun,C1
молюск,mollusc,noun,C1
монашка,nun,noun,C1
моногамний,monogamous,adjective,C1
монотеїзм,monotheism,noun,C1
Монровія,monrovia,noun,C1
моршинський,morshyn,adjective,C1
морщити,knot,verb,C1
москвичка,muscovite,noun,C1
мотика,hoe,noun,C1
моторолер,scooter,noun,C1
мрійниця,dreamer,noun,C1
мружити,squint,verb,C1
мститися,avenge,verb,C1
мукати,moo,verb,C1
Мумбай,mumbai,noun,C1
мур,wall,noun,C1
Мурманськ,murmansk,noun,C1
мускулястий,muscular,adjective,C1
мускус,musk,noun,C1
мусульманка,muslim,noun,C1
мутаген,mutagen,noun,C1
муфта,muff,noun,C1
мучеництво,martyrdom,noun,C1
мучениця,martyr,noun,C1
м'язистий,muscular,adjective,C1
набожність,piety,noun,C1
навзаєм,mutually,adverb,C1
навзаєм,likewise,adverb,C1
наглий,sudden,adjective,C1
нагнутися,stoop,verb,C1
надлюдський,superhuman,adjective,C1
наждак,emery,noun,C1
найманка,mercenary,noun,C1
найменувати,to,verb,C1
наймичка,worker,noun,C1
Найробі,nairobi,noun,C1
наконечник,tip,noun,C1
наливка,nastoyka,noun,C1
намітка,wimple,noun,C1
намотувати,coil,verb,C1
нанос,drift,noun,C1
напиватися,get,verb,A1
напитися,get,verb,A1
напівживий,half-alive,adjective,C1
наповняти,fill,verb,C1
напроти,opposite,adverb,C1
нарив,abscess,noun,C1
наркологія,narcology,noun,C1
нас,us,pronoun,C1
насолодитися,enjoy,verb,C1
наспів,melody,noun,C1
настійливий,persistent,adjective,C1
наступниця,successor,noun,C1
насупитися,to,verb,C1
Науру,nauru,noun,C1
нахвалювати,tout,verb,C1
нахилятися,lean,verb,C1
націоналістка,nationalist,noun,C1
начиння,tool,noun,C1
небіж,fraternal,noun,C1
небога,fraternal,noun,C1
невдоволеність,dissatisfaction,noun,C1
невибачний,unforgivable,adjective,C1
невигідність,inconvenience,noun,C1
невихованість,rudeness,noun,C1
невияснений,unexplained,adjective,C1
невралгічний,neuralgic,adjective,C1
неврологія,neurology,noun,C1
негідниця,rogue,noun,C1
негритянський,black,adjective,C1
негуманний,inhuman,adjective,C1
недовір'я,distrust,noun,C1
нежданий,unexpected,adjective,C1
незайманість,virginity,noun,C1
незаселений,uninhabited,adjective,C1
незацікавлений,uninterested,adjective,C1
незграба,klutz,noun,C1
неістота,inanimate,noun,C1
неїстівний,inedible,adjective,C1
нейлон,nylon,noun,C1
нейрон,neuron,noun,C1
некорисний,useless,adjective,C1
некультурний,uncultured,adjective,C1
нелад,disorder,noun,C1
ненаголошений,unstressed,adjective,C1
ненасичений,thin,adjective,C1
неня,mother,noun,A1
неописаний,indescribable,adjective,C1
непоборний,insurmountable,adjective,C1
неповнолітній,minor,noun,C1
неправдоподібний,improbable,adjective,C1
непримиримий,intransigent,adjective,C1
непрощенний,unforgivable,adjective,C1
нерегулярність,irregularity,noun,C1
нерозпізнаний,unrecognized,adjective,C1
нерозсудливий,reckless,adjective,C1
нестямний,heartbreaking,adjective,C1
нефрит,jade,noun,C1
нечемний,impolite,adjective,C1
нечутний,inaudible,adjective,C1
неявно,implicitly,adverb,C1
нишпорка,detective,noun,C1
німка,german,noun,C1
ніцшеанський,nietzschean,adjective,C1
ніякий,none,pronoun,C1
Новосибірськ,novosibirsk,noun,C1
новосілля,housewarming,noun,C1
Новоукраїнка,novoukrainka,noun,C1
ножівка,handsaw,noun,C1
ножовий,knife,adjective,C1
норд-ост,northeast,noun,C1
Норильськ,norilsk,noun,C1
нудотний,nauseous,adjective,C1
нутрія,myocastor,noun,C1
нутрощі,viscera,noun,C1
обачливий,circumspect,adjective,C1
обгорнути,wrap,verb,C1
обезголовити,behead,verb,C1
обеззброїти,disarm,verb,C1
обеззброювати,disarm,verb,C1
обігріти,heat,verb,C1
облагороджувати,ennoble,verb,C1
обледенілий,icy,adjective,C1
обмотати,to,verb,C1
обора,cowshed,noun,C1
обридливий,disgusting,adjective,C1
обручка,bracelet,noun,C1
обсідати,beset,verb,C1
обценьки,pincers,noun,C1
обчислювання,calculation,noun,C1
овал,oval,noun,C1
Овен,aries,noun,C1
овид,horizon,noun,C1
овід,botfly,noun,C1
овочівництво,olericulture,noun,C1
Огайо,ohio,noun,C1
огірочок,cucumber,noun,C1
оглушувати,deafen,verb,C1
оглянутися,look,verb,A1
одіж,clothes,noun,C1
одноголосний,unanimous,adjective,C1
однокласниця,classmate,noun,C1
одноповерховий,single-storey,adjective,C1
односкладовий,monosyllabic,adjective,C1
одночасність,simultaneity,noun,C1
одношлюбність,monogamy,noun,C1
ожеледь,black,noun,C1
океанограф,oceanographer,noun,C1
оксид,oxide,noun,C1
патока,treacle,noun,C1
пентаграма,pentagram,noun,C1
перегони,race,noun,C1
перегрупувати,regroup,verb,C1
прабаба,great-grandmother,noun,C1
оладок,pancake,noun,C1
Олександр,alexander,noun,C1
оленина,venison,noun,C1
оливка,olive,noun,C1
Олин,olya,adjective,C1
олігофренія,oligophrenia,noun,C1
Омськ,omsk,noun,C1
онде,yonder,adverb,C1
онікс,onyx,noun,C1
ономастика,onomastics,noun,C1
Онтаріо,ontario,noun,C1
онуча,footwrap,noun,C1
онуча,grandchild,noun,C1
описка,typo,noun,C1
опій,drug,noun,C1
опік,burn,noun,C1
оплакувати,mourn,verb,C1
оповзень,landslide,noun,C1
оповіщати,notify,verb,C1
ополонка,polynya,noun,C1
опортуніст,opportunist,noun,C1
опортуністка,opportunist,noun,C1
оправдати,justify,verb,C1
опубліковувати,publish,verb,C1
організаторка,organizer,noun,C1
оргія,orgy,noun,C1
Оренбург,orenburg,noun,C1
орієнталістика,oriental,noun,C1
орнітологічний,ornithological,adjective,C1
оружжя,weapon,noun,C1
осавул,steward,noun,C1
осада,settlement,noun,C1
осока,sedge,noun,C1
остигти,cool,verb,C1
осуджувати,condemn,verb,C1
отава,aftergrass,noun,C1
офіра,victim,noun,C1
офірувати,offer,verb,C1
охтирський,okhtyrka,adjective,C1
оцет,vinegar,noun,C1
очіпок,bonnet,noun,C1
павич,peacock,noun,C1
падишах,padishah,noun,C1
падло,carcass,noun,C1
пайок,ration,noun,C1
паланкін,litter,noun,C1
паморозь,rime,noun,C1
пампушка,dumpling,noun,C1
панно,panel,noun,C1
панславізм,pan-slavism,noun,C1
пантера,panther,noun,C1
панцер,shell,noun,C1
папаха,papakha,noun,C1
парадигматичний,paradigmatic,adjective,C1
паралелепіпед,parallelepiped,noun,C1
параметричний,parametric,adjective,C1
парапет,parapet,noun,C1
парламентер,negotiator,noun,C1
парник,greenhouse,noun,C1
партизанка,guerrilla,noun,C1
партизанщина,guerrilla,noun,C1
пасажирка,passenger,noun,C1
пасквіль,lampoon,noun,C1
паскуда,scoundrel,noun,C1
пасовисько,pasture,noun,C1
пенал,pencil,noun,C1
перевантажити,overload,verb,C1
переварити,to,verb,C1
переварювати,stomach,verb,C1
передсердя,atrium,noun,C1
перемикач,switch,noun,C1
перемішувати,mix,verb,C1
переміщати,displace,verb,C1
перемовник,negotiator,noun,C1
перенісся,bridge,noun,C1
переодягатися,change,verb,C1
переозброювати,rearm,verb,C1
перепел,quail,noun,C1
переповнити,to,verb,C1
переселитися,resettle,verb,C1
перестерегти,caution,verb,C1
перестерігати,caution,verb,C1
перетинка,comma,noun,C1
перефарбувати,repaint,verb,C1
перехідник,adapter,noun,C1
Перу,peru,noun,C1
перукарка,hairdresser,noun,C1
Петрозаводськ,petrozavodsk,noun,C1
петрушка,parsley,noun,C1
пивоварня,brewery,noun,C1
Пирятин,pyriatyn,noun,C1
писанкарка,female,noun,C1
письменний,literate,adjective,C1
письменність,literacy,noun,C1
південноамериканський,south,adjective,C1
південнослов'янський,of,adjective,C1
півтораста,one,numeral,A1
пігмей,pygmy,noun,C1
підвішувати,suspend,verb,C1
підготовлення,preparation,noun,C1
